MASTERID,LAT,LONG,STRAT,rock_type,Ag_ICP_PPB,As_ICP_PPM,Ba_ICP_PPM,Bi_ICP_PPM,Cd_ICP_PPM,Co_ICP_PPM,Cr_ICP_PPM,Cu_ICP_PPM,Ga_ICP_PPM,Hg_ICP_PPB,Mn_ICP_PPM,Mo_ICP_PPM,Ni_ICP_PPM,Pb_ICP_PPM,Sb_ICP_PPM,Sc_ICP_PPM,Se_ICP_PPM,Sr_ICP_PPM,Te_ICP_PPM,Th_ICP_PPM,Tl_ICP_PPM,U_ICP_PPM,V_ICP_PPM,W_ICP_PPM,Zn_ICP_PPM,La_ICP_PPM,Al_ICP_PPM,Ca_ICP_PPM,Fe_ICP_PPM,K_ICP_PPM,Mg_ICP_PPM,Na_ICP_PPM,P_ICP_PPM,S_ICP_PPM,Ti_ICP_PPM
ID093N071170,55.02118,-124.60431,TrJTk,undivided sedimentary rocks,420.0,8.600000381,95.0,0.1,1.31,6.7,46.5,66.59,1.8,235.0,212.0,4.29,49.5,5.24,0.9,2.1,1.8,43.0,0.04,0.2,0.08,1.8,28.0,-0.1,76.9,8.0,11200.00005,10900.0,12200.0,400.0,3800.0,420.0,740.0,7000.0,110.0
ID093N071171,55.02918,-124.61598,TrJTk,undivided sedimentary rocks,460.0,11.80000019,47.0,0.1,1.39,7.6,47.0,72.2,1.8,260.0,290.0,5.01,52.0,4.13,1.16,2.1,2.0,43.5,0.04,0.3,0.1,2.0,34.0,-0.1,87.1,10.0,11100.00014,10800.0,19700.0,300.0,3500.0,380.0,810.0,9200.0,110.0
ID093N071172,55.01701,-124.63504,TrJTk,undivided sedimentary rocks,900.0,12.19999981,131.5,0.16,2.35,10.8,51.0,71.1,2.4,505.0,620.0,4.79,48.9,5.88,1.22,2.6,2.3,60.5,0.08,0.3,0.18,1.7,44.0,-0.1,119.2,12.5,19800.00019,12500.0,22300.0,400.0,3400.0000000000005,350.00000000000006,1940.0,5000.0,110.0
ID093N071173,55.00337,-124.62614,TrJTk,undivided sedimentary rocks,580.0,7.599999905,270.5,0.16,1.92,7.3,51.0,67.11,2.8,475.0,168.0,1.9,57.7,6.2,0.88,1.8,1.7,52.5,0.06,0.2,0.14,1.8,28.0,-0.1,104.2,9.5,16799.999480000002,11000.0,13600.000000000002,600.0,5100.0,360.0,1080.0,2400.0,80.0
ID093N071174,55.02237,-124.68746,TrJTk,undivided sedimentary rocks,360.0,5.0,167.0,0.06,1.57,3.2,20.0,44.84,1.1,315.0,134.0,1.75,27.1,4.64,0.66,1.6,2.3,62.5,0.02,0.3,0.12,1.9,12.0,-0.1,35.4,9.5,8799.99995,19400.0,6400.0,200.0,2300.0,330.0,780.0,5000.0,60.0
ID093N071175,55.03008,-124.69514,TrJTk,undivided sedimentary rocks,360.0,7.199999809,24.5,0.06,2.32,5.7,24.0,50.53,0.9,370.0,79.0,5.38,31.1,4.14,1.14,1.5,5.7,49.5,0.04,0.2,0.1,1.1,14.0,-0.1,126.9,3.5,6100.00014,13400.0,12900.0,200.0,2200.0,360.0,590.0,15200.0,70.0
ID093N071176,55.04245,-124.72277,TrJTk,undivided sedimentary rocks,360.0,10.0,106.5,0.08,1.67,3.7,28.5,47.14,0.9,420.0,116.0,6.5,29.2,3.07,0.92,1.3,1.4,61.5,0.04,0.2,0.14,2.1,30.0,-0.1,64.2,8.5,11200.00005,11299.999999999998,10700.0,200.0,2100.0,370.0,1270.0,6200.0,50.0
ID093N071177,55.00332,-124.75122,TrJTk,undivided sedimentary rocks,460.0,10.30000019,38.5,0.16,2.05,9.9,51.0,85.11,2.6,530.0,198.0,14.11,63.5,6.14,1.48,4.5,2.5,68.5,0.06,0.6,0.14,4.8,36.0,-0.1,110.0,10.0,14199.99957,13899.999999999998,20800.0,500.0,5600.000000000001,390.0,680.0,12800.0,130.0
ID093N071178,55.02373,-124.79382,TrJTk,undivided sedimentary rocks,340.0,8.699999809,252.0,0.12,1.25,6.1,35.0,46.77,1.7,285.0,184.0,2.61,44.4,4.63,1.2,1.7,1.5,61.0,0.04,0.2,0.08,1.9,28.0,-0.1,75.7,6.5,11299.99995,14400.0,9900.0,300.0,3600.0,390.0,730.0,3800.0,80.0
ID093N071179,55.01345,-124.80545,TrJTk,undivided sedimentary rocks,360.0,8.399999619,95.5,0.08,0.97,3.9,23.5,39.52,1.1,320.0,416.0,3.16,35.2,4.49,1.22,1.6,2.0,65.5,0.06,0.3,0.08,1.0,16.0,-0.1,120.1,3.5,7099.99979,16700.0,8000.0,200.0,2400.0,330.0,1019.9999999999999,7600.0,60.0
ID093N071180,55.01494,-124.85929,TrJTk,undivided sedimentary rocks,140.0,24.89999962,59.0,0.08,0.57,4.2,18.0,22.78,1.1,110.0,374.0,10.01,20.3,3.72,0.86,2.0,1.6,68.0,0.04,0.5,0.06,0.8,18.0,0.2,57.3,4.0,2899.9999199999997,22300.0,135800.0,200.0,1400.0000000000002,190.0,630.0,5400.0,70.0
ID093N071182,55.01583,-124.92591,TrJTk,undivided sedimentary rocks,120.0,4.699999809,28.0,-0.02,0.35,1.0,2.5,13.05,0.2,35.0,92.0,8.71,7.2,1.85,0.64,0.2,4.1,83.5,0.02,-0.1,0.02,0.7,-2.0,-0.1,83.5,0.5,799.99998,56500.0,11600.0,-100.0,1000.0,290.0,450.0,18400.0,30.0
ID093N071183,55.03108,-124.95355,TrJTk,undivided sedimentary rocks,200.0,7.300000191,48.0,0.04,1.22,6.1,21.5,37.84,1.3,220.0,128.0,3.44,26.2,3.94,1.22,1.9,4.1,56.0,0.04,0.2,0.06,0.8,34.0,-0.1,94.8,3.5,5899.99974,16100.000000000002,13899.999999999998,200.0,2300.0,330.0,490.0,9800.0,90.0
ID093N071184,55.04535,-124.96982,TrJTk,undivided sedimentary rocks,420.0,7.599999905,39.0,0.06,1.12,5.3,23.0,54.78,1.5,375.0,645.0,5.73,34.6,3.91,1.82,2.3,5.2,67.5,0.04,0.3,0.08,1.5,30.0,-0.1,92.8,4.5,6800.00007,17500.0,16500.0,300.0,2800.0000000000005,320.0,840.0,11000.0,90.0
ID093N071185,55.06922,-124.99274,TrJTk,undivided sedimentary rocks,140.0,4.400000095,151.5,0.02,0.6,1.1,10.5,26.6,0.3,105.0,52.0,5.95,30.9,2.44,0.88,0.4,1.1,47.0,0.02,-0.1,0.02,1.2,4.0,-0.1,52.5,1.5,2199.99999,12700.0,2900.0,100.0,1200.0,340.0,390.0,6000.0,40.0
ID093N071186,55.06922,-124.99274,TrJTk,undivided sedimentary rocks,160.0,4.900000095,146.5,0.02,0.61,1.4,12.5,25.49,0.4,100.0,53.0,6.04,29.9,2.54,0.9,0.5,1.3,45.5,0.04,-0.1,0.04,1.3,6.0,-0.1,52.9,1.5,2300.00004,12700.0,2800.0000000000005,100.0,1400.0000000000002,340.0,380.0,6200.0,50.0
ID093N071187,55.05736,-124.94296,TrJTk,undivided sedimentary rocks,360.0,22.29999924,33.5,0.56,0.84,12.9,68.5,95.55,3.7,465.0,225.0,2.11,58.1,11.02,1.26,4.3,1.9,43.0,0.06,0.7,0.18,1.1,44.0,-0.1,87.5,8.5,13799.99995,10100.0,29100.0,800.0,7500.0,429.99999999999994,900.0,12200.0,220.0
ID093N071188,55.06209,-124.86637,TrJTk,undivided sedimentary rocks,440.0,14.60000038,195.0,0.12,0.95,7.0,31.0,46.56,1.5,200.0,502.0,8.67,19.1,5.24,1.34,1.8,1.0,56.5,0.04,0.2,0.16,2.8,30.0,-0.1,75.6,10.0,16799.999480000002,9200.0,10500.0,300.0,2500.0,380.0,1610.0,3000.0,50.0
ID093N071189,55.0659,-124.71231,TrJTk,undivided sedimentary rocks,600.0,15.60000038,239.0,0.2,2.16,7.8,39.0,67.72,2.0,405.0,182.0,7.61,30.9,6.89,1.06,2.0,2.9,53.0,0.04,0.5,0.26,4.1,32.0,0.1,80.9,16.0,15700.00052,14000.0,17900.0,300.0,3100.0,360.0,1150.0,4000.0,90.0
ID093N071190,55.06357,-124.672,TrJTk,undivided sedimentary rocks,620.0,12.19999981,21.5,0.06,2.18,4.0,23.0,125.6,0.7,420.0,77.0,10.01,33.2,3.34,2.5,2.7,4.8,26.5,0.04,0.5,0.2,4.0,20.0,-0.1,67.7,16.0,4799.99989,11800.0,13799.999999999998,100.0,1200.0,310.0,280.0,15000.0,80.0
ID093N071191,55.10414,-124.68763,TrJTk,undivided sedimentary rocks,600.0,6.699999809,131.5,0.06,0.81,3.6,20.5,53.05,1.0,210.0,63.0,3.07,20.9,3.22,0.76,0.5,1.0,34.0,0.04,0.1,0.08,1.0,16.0,-0.1,49.4,5.5,10499.999520000001,7400.0,5500.0,100.0,1000.0,340.0,1400.0000000000002,4200.0,50.0
ID093N071192,55.15959,-124.74877,EJqm,quartz monzonitic to monzogranitic intrusive rocks,1100.0,19.70000076,169.0,0.14,1.46,9.2,40.5,105.8,2.3,395.0,335.0,3.04,23.4,10.4,0.92,2.7,2.6,49.5,0.06,0.2,0.1,1.1,76.0,-0.1,80.9,10.5,17899.99962,10700.0,16100.000000000002,400.0,3300.0,380.0,1280.0,3200.0,130.0
ID093N071193,55.14761,-124.71653,TrJTk,undivided sedimentary rocks,580.0,8.5,78.5,0.08,0.89,6.4,34.5,74.83,1.8,205.0,113.0,3.68,22.7,6.75,1.02,1.7,2.5,32.5,0.04,-0.1,0.08,0.6,36.0,-0.1,65.8,4.5,9100.000259999999,7400.0,10800.0,300.0,2500.0,370.0,760.0,7000.0,140.0
ID093N071194,55.13601,-124.60459,TrJTk,undivided sedimentary rocks,340.0,5.900000095,51.5,0.04,0.56,3.1,13.0,83.07,0.9,125.0,70.0,5.35,9.4,3.27,0.64,1.2,0.7,26.0,0.02,-0.1,0.06,1.1,18.0,-0.1,40.1,4.5,6700.00017,9800.0,3500.0,200.0,1400.0000000000002,350.00000000000006,440.0,4000.0,70.0
ID093N071195,55.13638,-124.54536,TrJTk,volcaniclastic rocks,260.0,6.400000095,132.5,0.06,0.67,5.8,32.0,57.58,1.9,130.0,167.0,1.96,18.2,4.41,0.5,2.2,1.3,46.5,0.04,0.2,0.06,1.0,32.0,-0.1,42.6,6.5,11200.00005,10500.0,12100.0,400.0,3500.0,390.0,570.0,3400.0000000000005,130.0
ID093N071197,55.14777,-124.4439,TrJTk,volcaniclastic rocks,240.0,4.800000191,23.0,0.04,0.35,5.7,16.5,157.6,1.0,145.0,138.0,7.8,17.6,8.08,0.34,2.6,2.1,34.5,0.04,0.3,0.06,0.8,22.0,-0.1,28.5,4.5,6100.00014,8600.0,19600.0,300.0,1600.0,350.00000000000006,290.0,18400.0,130.0
ID093N071198,55.13211,-124.42688,TrJTk,volcaniclastic rocks,440.0,5.099999905,100.5,0.08,1.14,5.2,32.0,69.23,1.8,225.0,117.0,1.97,21.7,8.25,0.56,0.9,0.6,41.0,0.04,-0.1,0.06,0.5,36.0,-0.1,68.4,4.5,9900.000100000001,11500.0,8300.0,300.0,2700.0,370.0,9900.0,4200.0,120.0
ID093N071199,55.12818,-124.38765,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,200.0,22.10000038,27.5,0.02,0.41,2.3,18.5,104.9,0.6,135.0,102.0,30.92,13.5,3.56,3.68,0.7,1.5,33.5,-0.02,-0.1,0.06,1.7,20.0,0.2,30.3,2.0,2700.00011,11399.999999999998,5900.0,200.0,1500.0,360.0,580.0,12200.0,70.0
ID093N071200,55.10876,-124.37016,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,280.0,4.300000191,48.0,-0.02,0.69,2.3,20.5,101.8,0.7,195.0,62.0,2.36,13.4,4.56,0.84,2.0,1.2,30.0,-0.02,-0.1,0.06,1.2,14.0,-0.1,25.3,7.0,5899.99974,10600.0,5600.000000000001,200.0,1400.0000000000002,320.0,320.0,6400.0,60.0
ID093N071202,55.01245,-124.28342,TrJTk,volcaniclastic rocks,300.0,3.400000095,73.5,0.02,0.4,1.9,15.5,40.36,0.3,180.0,136.0,1.66,11.2,6.64,0.48,1.2,0.3,30.5,-0.02,0.1,0.06,0.4,14.0,-0.1,66.6,3.0,5799.99983,5699.999999999999,1600.0,100.0,700.0000000000001,330.0,1230.0,2800.0000000000005,30.0
ID093N071203,55.03425,-124.22094,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,1040.0,14.19999981,154.0,0.04,0.96,8.5,30.0,58.77,1.1,300.0,533.0,3.65,11.1,6.41,0.66,1.8,2.9,51.5,0.04,0.2,0.06,1.4,84.0,-0.1,62.8,11.5,17599.9999,11700.0,18500.0,200.0,900.0,320.0,2120.0,5200.0,70.0
ID093N071204,55.03022,-124.24651,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,440.0,2.799999952,54.5,-0.02,0.7,3.3,20.0,31.9,0.6,135.0,188.0,1.36,8.5,9.56,0.46,0.4,0.3,28.5,0.02,-0.1,0.06,0.3,18.0,-0.1,48.3,5.5,6499.999760000001,4800.0,3500.0,100.0,700.0000000000001,340.0,610.0,2800.0000000000005,40.0
ID093N071205,55.05379,-124.279,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,180.0,2.0,46.5,-0.02,0.37,2.1,12.5,36.43,0.6,135.0,49.0,1.78,5.9,5.21,0.34,1.5,0.4,16.5,-0.02,-0.1,0.04,0.6,20.0,-0.1,23.9,5.0,5299.999709999999,7300.0,3600.0,100.0,900.0,330.0,290.0,4200.0,60.0
ID093N071206,55.0907,-124.31384,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,524.0,3.900000095,65.5,0.04,0.56,3.3,26.5,45.56,1.3,390.0,106.0,1.29,10.4,3.23,0.58,1.1,0.5,36.0,0.02,0.2,0.08,0.8,26.0,-0.1,42.7,6.5,11699.99957,8500.0,4900.0,200.0,1700.0000000000002,350.00000000000006,1170.0,2400.0,60.0
ID093N071208,55.10525,-124.31797,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,480.0,3.700000048,77.0,0.04,0.73,2.6,13.0,46.52,1.1,135.0,173.0,2.3,15.1,3.84,0.42,0.5,0.5,31.0,0.02,0.1,0.04,0.3,22.0,-0.1,73.4,3.0,7500.0,8600.0,2800.0000000000005,100.0,900.0,320.0,1440.0,4600.0,40.0
ID093N071209,55.09322,-124.27001,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,320.0,3.299999952,92.0,0.04,0.45,4.8,8.5,36.74,0.9,85.0,387.0,2.91,9.5,3.04,0.3,0.5,0.5,41.0,0.02,0.1,0.04,0.2,30.0,-0.1,80.2,2.0,5199.99981,12900.0,9000.0,100.0,700.0000000000001,310.0,960.0,6800.000000000001,60.0
ID093N071210,55.08539,-124.26608,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,180.0,3.700000048,44.0,0.04,0.38,3.5,19.5,29.39,1.2,70.0,83.0,1.66,10.4,3.76,0.32,0.3,0.4,27.5,0.02,-0.1,0.04,0.2,16.0,-0.1,63.3,2.5,6200.00005,7300.0,3100.0,200.0,1300.0,330.0,490.0,5000.0,100.0
ID093N071211,55.08539,-124.26608,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,200.0,3.900000095,42.5,0.04,0.39,3.8,20.5,28.34,1.1,70.0,85.0,1.83,11.2,3.83,0.34,0.4,0.5,28.5,0.02,-0.1,0.04,0.3,16.0,-0.1,65.2,2.5,6100.00014,7300.0,3300.0,200.0,1300.0,350.00000000000006,480.0,5000.0,100.0
ID093N071212,55.08569,-124.20579,TrJTk,"mudstone, siltstone, shale fine clastic sedimentary rocks",260.0,5.699999809,108.5,0.04,0.81,5.3,20.0,36.44,0.6,65.0,161.0,2.4,14.7,2.94,0.38,0.4,0.6,29.0,-0.02,-0.1,0.02,0.3,30.0,-0.1,83.7,2.0,5600.00002,6800.000000000001,4400.0,-100.0,800.0,300.0,590.0,2400.0,30.0
ID093N071213,55.07308,-124.21629,TrJTk,"mudstone, siltstone, shale fine clastic sedimentary rocks",300.0,8.800000191,17.0,0.04,0.39,2.9,24.0,69.24,0.6,140.0,130.0,5.43,26.8,3.83,0.62,2.3,3.3,39.5,0.04,0.3,0.04,1.3,18.0,-0.1,53.3,5.0,3300.00013,10600.0,15100.0,200.0,1400.0000000000002,320.0,280.0,15800.0,100.0
ID093N071214,55.06805,-124.21144,TrJTk,"mudstone, siltstone, shale fine clastic sedimentary rocks",340.0,7.5,22.5,0.04,0.36,4.9,26.0,76.27,0.7,125.0,124.0,8.1,16.0,3.1,0.76,1.7,4.4,36.0,0.02,0.3,0.04,2.1,26.0,-0.1,44.8,3.5,4300.00007,8200.0,20800.0,300.0,1300.0,340.0,680.0,20000.0,80.0
ID093N071215,55.05916,-124.21642,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,586.0,12.80000019,42.0,0.06,0.57,3.5,44.5,30.74,0.8,95.0,103.0,3.32,10.1,12.68,0.94,5.2,2.4,26.5,0.02,0.6,-0.02,0.5,184.0,-0.1,103.8,8.5,3799.99995,5800.0,66000.0,-100.0,600.0,300.0,450.0,7800.0,90.0
ID093N071216,55.05028,-124.20835,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,380.0,3.599999905,75.0,0.04,0.41,2.2,17.0,64.63,0.6,105.0,49.0,3.97,13.1,3.3,0.58,0.8,1.2,40.0,0.04,-0.1,0.06,1.2,22.0,-0.1,50.9,6.5,5400.00021,7300.0,3000.0,200.0,1000.0,310.0,450.0,6000.0,50.0
ID093N071217,55.04834,-124.17957,TrJTk,"mudstone, siltstone, shale fine clastic sedimentary rocks",300.0,2.099999905,47.5,-0.02,0.32,1.8,13.0,59.3,0.3,135.0,24.0,3.47,11.0,3.38,0.36,1.3,1.1,30.5,-0.02,0.2,0.08,1.5,12.0,-0.1,21.5,9.5,4600.00008,6100.0,3000.0,-100.0,500.0,300.0,320.0,5400.0,40.0
ID093N071218,55.03903,-124.11321,TrJTk,"mudstone, siltstone, shale fine clastic sedimentary rocks",280.0,5.199999809,55.5,0.02,0.59,3.0,16.5,59.52,0.9,90.0,85.0,14.01,14.9,3.18,0.52,0.8,3.8,66.5,0.04,-0.1,0.06,1.4,14.0,-0.1,77.2,3.0,6000.000239999999,12100.0,7100.0,300.0,1800.0,330.0,450.0,10200.0,100.0
ID093N071287,55.12247,-124.06833,TrJTk,volcaniclastic rocks,240.0,7.400000095,13.0,0.04,1.31,4.3,81.5,96.11,1.3,75.0,72.0,32.34,17.7,3.97,0.78,2.4,39.3,31.0,0.04,0.3,0.06,1.7,34.0,-0.1,66.4,2.5,4799.99989,14400.0,10000.0,300.0,1800.0,320.0,420.0,19400.0,210.0
ID093N071288,55.10822,-124.17505,?ETOo,undivided sedimentary rocks,220.0,5.800000191,65.0,0.04,0.32,5.3,32.0,50.94,1.4,90.0,100.0,1.9,19.0,4.55,0.36,1.4,1.0,32.0,0.06,0.1,0.06,0.5,56.0,-0.1,44.1,4.5,8799.99995,7900.0,10700.0,200.0,1800.0,310.0,1070.0,5600.000000000001,110.0
ID093N071289,55.104,-124.19631,?ETOo,undivided sedimentary rocks,180.0,4.199999809,71.0,0.04,0.42,2.4,23.5,46.08,1.2,55.0,56.0,4.07,11.6,5.8,0.38,0.3,0.9,23.5,0.04,-0.1,0.02,0.3,34.0,-0.1,55.7,2.0,5699.99993,4200.0,1900.0,200.0,800.0,320.0,790.0,4000.0,60.0
ID093N071291,55.11146,-124.23425,?ETOo,undivided sedimentary rocks,240.0,35.40000153,23.5,0.06,0.44,9.0,40.0,60.38,2.1,115.0,710.0,8.51,19.5,4.95,0.4,5.1,1.5,55.5,0.06,0.5,0.06,1.9,106.0,0.1,58.7,6.0,12500.0,13300.0,20400.0,400.0,3300.0,360.0,790.0,12800.0,280.0
ID093N071292,55.14142,-124.2803,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,280.0,11.60000038,86.5,0.04,0.64,7.1,33.0,45.35,1.7,90.0,364.0,2.67,20.4,5.11,0.46,0.9,1.3,33.0,0.04,0.4,0.06,0.9,28.0,-0.1,61.7,3.5,9599.99979,9700.0,10800.0,300.0,2200.0,310.0,1320.0,5200.0,80.0
ID093N071293,55.18345,-124.24737,?ETOo,undivided sedimentary rocks,160.0,61.90000153,315.0,0.1,0.29,13.3,65.5,39.42,2.8,120.0,1725.0,2.9,37.8,5.47,0.36,4.9,0.8,37.0,0.06,1.5,0.06,0.8,78.0,0.2,61.2,6.5,9499.99988,7300.0,54400.00000000001,400.0,6100.0,360.0,3190.0,3400.0000000000005,440.0
ID093N071294,55.18515,-124.27575,?ETOo,undivided sedimentary rocks,280.0,14.5,178.5,0.14,0.78,12.4,90.0,78.81,3.7,145.0,543.0,3.02,62.6,6.5,0.56,3.9,0.7,39.0,0.08,0.7,0.1,0.8,76.0,-0.1,113.5,7.0,12300.00019,8300.0,19600.0,700.0000000000001,8200.0,380.0,1140.0,2400.0,410.0
ID093N071295,55.17545,-124.2803,?ETOo,undivided sedimentary rocks,100.0,145.6000061,22.0,0.08,0.32,5.2,69.0,30.05,1.7,65.0,300.0,11.06,27.8,4.43,0.46,2.3,2.9,35.5,0.04,0.5,0.04,1.9,46.0,0.6,33.5,3.5,5000.0,11900.0,17800.0,300.0,2900.0,250.0,810.0,13200.0,220.0
ID093N071296,55.17629,-124.30112,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,180.0,13.10000038,18.0,0.14,0.77,9.9,62.0,57.94,3.0,110.0,176.0,2.08,48.4,6.15,0.42,3.3,0.7,34.0,0.08,0.6,0.08,0.5,72.0,-0.1,89.5,5.0,8799.99995,9400.0,19200.0,400.0,5000.0,290.0,770.0,14800.0,340.0
ID093N071297,55.16596,-124.31356,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,140.0,105.8000031,10.0,0.08,0.45,8.0,84.0,50.88,1.7,120.0,337.0,18.1,40.3,5.99,0.66,3.0,5.2,30.0,0.04,0.7,0.08,4.6,38.0,0.2,51.5,4.5,5699.99993,8300.0,29500.0,400.0,4300.0,340.0,1010.0000000000001,31800.0,300.0
ID093N071298,55.1614,-124.33508,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,300.0,22.79999924,343.5,0.08,0.63,17.5,64.0,73.08,5.2,165.0,2744.0,2.59,31.2,6.41,0.52,8.0,1.6,54.5,0.08,1.1,0.1,1.8,106.0,0.1,81.9,12.0,19600.00038,8900.0,49400.00000000001,900.0,7300.0,410.0,2060.0,2000.0,610.0
ID093N071299,55.16923,-124.37121,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,320.0,28.60000038,754.5,0.14,0.65,17.0,77.5,73.28,4.3,165.0,4276.0,1.48,72.8,6.32,0.62,7.6,1.5,52.0,0.08,1.8,0.16,4.7,92.0,0.2,86.8,18.0,16799.999480000002,9200.0,45100.0,1000.0,9100.0,440.0,2450.0,1200.0,530.0
ID093N071300,55.18538,-124.37761,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,160.0,9.300000191,68.5,0.04,0.23,5.4,44.5,32.59,1.4,80.0,173.0,2.84,31.0,4.83,0.52,1.4,0.8,32.0,0.04,0.4,0.04,0.7,16.0,-0.1,40.1,3.5,4399.99998,8400.0,9900.0,400.0,3300.0,550.0,1130.0,6200.0,190.0
ID093N071302,55.2166,-124.33573,lJCl,coarse volcaniclastic and pyroclastic volcanic rocks,180.0,7.800000191,25.5,0.02,0.32,4.2,19.5,52.23,0.9,110.0,455.0,3.22,11.1,4.0,0.5,2.2,1.1,46.5,0.04,0.3,0.06,0.9,40.0,-0.1,48.1,3.5,4499.99988,16900.0,9800.0,200.0,1500.0,260.0,450.0,10000.0,140.0
ID093N071303,55.23369,-124.32243,?ETOo,undivided sedimentary rocks,280.0,3.599999905,24.5,0.04,0.44,6.7,29.0,65.17,1.7,220.0,185.0,2.18,14.2,4.48,0.32,3.5,1.0,41.5,0.04,0.4,0.1,1.1,58.0,-0.1,49.1,7.5,10599.99943,12300.0,15600.0,300.0,2400.0,280.0,740.0,10000.0,180.0
ID093N071304,55.23369,-124.32243,?ETOo,undivided sedimentary rocks,300.0,4.0,23.0,0.04,0.45,6.5,27.0,64.3,1.9,215.0,182.0,2.18,14.5,3.61,0.3,3.5,0.9,40.5,0.04,0.4,0.1,1.1,58.0,-0.1,50.5,7.0,10299.99971,11500.0,14800.0,300.0,2200.0,280.0,730.0,9700.0,190.0
ID093N071305,55.21247,-124.29581,?ETOo,undivided sedimentary rocks,560.0,8.699999809,46.0,0.04,0.63,4.7,20.0,70.83,1.2,115.0,306.0,3.29,19.5,5.08,0.48,1.1,1.1,46.0,0.06,0.2,0.08,0.7,38.0,-0.1,92.0,5.5,10499.999520000001,12900.0,10300.0,200.0,700.0000000000001,250.0,1630.0,7800.0,50.0
ID093N071306,55.22705,-124.15118,TrJTk,volcaniclastic rocks,220.0,1.899999976,126.0,0.06,0.45,9.3,76.5,85.54,4.5,185.0,189.0,0.59,29.4,5.4,0.28,7.8,0.9,45.0,0.04,0.6,0.12,0.4,52.0,-0.1,100.3,7.0,13099.99943,10600.0,16200.000000000002,600.0,7000.0,310.0,720.0,2600.0,509.99999999999994
ID093N071307,55.20285,-124.11764,TrJTk,volcaniclastic rocks,200.0,3.099999905,17.0,0.02,0.34,4.0,25.5,189.7,0.7,215.0,152.0,19.44,30.3,4.61,0.72,3.4,4.1,55.5,0.06,0.3,0.2,0.9,18.0,-0.1,40.8,7.0,4300.00007,19500.0,5100.0,200.0,1300.0,240.0,610.0,13200.0,130.0
ID093N071308,55.20004,-124.12614,EJsy,syenitic to monzonitic intrusive rocks,280.0,12.60000038,84.5,0.02,0.38,6.1,33.0,109.1,1.1,240.0,226.0,8.04,20.1,6.95,0.46,4.8,1.3,42.5,0.04,0.4,0.16,2.6,58.0,-0.1,24.3,13.0,7200.000290000001,8500.0,12500.0,300.0,1500.0,250.0,400.0,7200.0,130.0
ID093N071309,55.17458,-124.17757,TrJTk,volcaniclastic rocks,140.0,5.800000191,24.5,-0.02,0.31,2.6,24.0,35.39,0.6,75.0,65.0,5.21,8.6,6.5,0.62,1.3,3.1,36.5,0.06,0.2,0.04,4.0,24.0,-0.1,40.3,2.0,2800.00001,13400.0,5900.0,200.0,900.0,250.0,380.0,12400.0,90.0
ID093N071310,55.14958,-124.0753,TrJTk,volcaniclastic rocks,220.0,8.100000381,17.5,0.04,0.4,7.9,38.5,106.8,2.2,160.0,323.0,8.97,22.9,3.7,0.62,4.3,3.4,54.0,0.06,0.4,0.08,1.7,44.0,-0.1,41.7,5.5,9800.00019,13700.000000000002,18900.0,500.0,3700.0,350.00000000000006,880.0,19900.0,330.0
ID093N071311,55.14178,-124.00914,uKTS,undivided sedimentary rocks,800.0,6.300000191,14.5,0.04,0.84,9.3,26.5,137.5,1.1,190.0,202.0,2.72,29.8,4.76,0.66,3.9,5.3,45.0,0.08,0.4,0.12,0.8,26.0,-0.1,44.3,4.0,9100.000259999999,13400.0,28700.0,300.0,1800.0,270.0,530.0,33200.0,140.0
ID093N071412,55.1411,-124.15368,TrJTk,volcaniclastic rocks,200.0,1.799999952,63.5,0.02,0.23,2.7,31.5,21.46,1.7,70.0,81.0,1.1,10.7,8.53,0.28,2.5,0.7,36.0,-0.02,0.2,0.04,0.5,30.0,-0.1,20.3,3.0,5899.99974,8600.0,6600.0,200.0,1800.0,300.0,480.0,3000.0,280.0
ID093N071413,55.18411,-124.04017,uKTS,undivided sedimentary rocks,180.0,1.200000048,39.5,-0.02,0.27,3.2,15.0,46.89,1.0,165.0,78.0,1.69,9.3,7.85,0.52,1.0,0.8,39.0,-0.02,-0.1,0.06,1.0,20.0,-0.1,19.8,4.5,6000.000239999999,6800.000000000001,4300.0,200.0,900.0,260.0,530.0,3200.0,50.0
